NUTS_ID,NUTS_NAME,date,dewpoint_temperature_2m,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m
BE3,Région wallonne,25/01/2015,273.4231455,274.154222,0.001760348,2.248487285,0.265163516
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,26/01/2015,277.5635042,278.4210257,0.002352278,2.867583907,0.10146214
BE2,Vlaams Gewest,26/01/2015,277.6930211,278.8313435,0.002185989,3.034619855,-0.213926797
BE3,Région wallonne,26/01/2015,276.249332,276.7127905,0.005574281,2.587197576,0.422215076
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,27/01/2015,275.2156135,276.5685679,8.07E-04,2.786477142,-0.529735203
BE2,Vlaams Gewest,27/01/2015,275.4975453,277.1399583,9.97E-04,2.779639995,-0.774100319
BE3,Région wallonne,27/01/2015,274.3299317,275.2392244,0.001807783,2.818006376,-0.957819862
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,28/01/2015,275.1856137,277.3702705,0.00382673,4.216140107,3.662856325
BE2,Vlaams Gewest,28/01/2015,275.2936343,277.8305501,0.004281751,4.346853459,3.312429259
BE3,Région wallonne,28/01/2015,274.6929631,275.9808163,0.005168241,3.828268302,3.424300498
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,29/01/2015,273.2255505,275.1914069,0.005595769,4.12759834,3.531832028
BE2,Vlaams Gewest,29/01/2015,273.1921123,275.6998625,0.005525746,4.262668486,2.941018851
BE3,Région wallonne,29/01/2015,272.8371864,274.0597267,0.008247841,3.793826556,3.439061976
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,30/01/2015,272.3788734,274.1660859,0.001579452,2.827048174,0.94338378
BE2,Vlaams Gewest,30/01/2015,272.6932436,274.6445324,0.002232141,2.813855183,0.511096734
BE3,Région wallonne,30/01/2015,271.7437161,272.8750787,0.003936511,3.042786118,0.747064627
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,31/01/2015,272.2472247,273.7460018,0.001312689,2.252141518,1.45036506
BE2,Vlaams Gewest,31/01/2015,272.4990983,274.2436809,0.001136175,2.372115788,1.009475495
BE3,Région wallonne,31/01/2015,271.4212158,272.6142003,0.002589665,2.117927764,1.681201852
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,01/02/2015,273.4334788,274.8416408,0.005070668,3.404501759,-0.769831304
BE2,Vlaams Gewest,01/02/2015,273.7262265,275.4687248,0.004335084,3.361896709,-1.582696224
BE3,Région wallonne,01/02/2015,272.2858012,273.1870846,0.005108107,3.56473352,-0.585505824
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,02/02/2015,271.6471251,273.5564707,0.001265285,3.654843458,-0.356865554
BE2,Vlaams Gewest,02/02/2015,272.0737364,274.1005823,0.001792844,3.491997019,-0.661919151
BE3,Région wallonne,02/02/2015,270.3425839,272.1062801,0.001221792,3.587680173,-0.676579766
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,03/02/2015,271.1118792,272.8500402,2.41E-04,1.038079731,-0.3900936
BE2,Vlaams Gewest,03/02/2015,271.6637895,273.5896306,4.90E-04,0.835494462,-0.679155618
BE3,Région wallonne,03/02/2015,269.6643258,271.2577243,1.43E-04,0.465383553,-0.620268398
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,04/02/2015,270.8849817,272.6944652,9.19E-04,-0.153096515,-2.169479395
BE2,Vlaams Gewest,04/02/2015,271.2945372,273.2341626,0.001040363,-0.225626601,-2.260083238
BE3,Région wallonne,04/02/2015,269.6804156,271.3042836,4.15E-04,-0.768400983,-2.506112303
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,05/02/2015,268.5389807,271.3354586,4.97E-04,-2.312628087,-2.597219579
BE2,Vlaams Gewest,05/02/2015,269.092561,271.9039721,4.67E-04,-2.278599986,-2.411098927
BE3,Région wallonne,05/02/2015,267.2949697,269.9822394,2.50E-04,-2.831078594,-3.342607728
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,06/02/2015,267.1082622,271.9555858,1.35E-05,-4.441120188,-4.125008563
BE2,Vlaams Gewest,06/02/2015,267.6238902,272.2246478,1.07E-05,-4.25546555,-3.788213562
BE3,Région wallonne,06/02/2015,266.3424862,270.3221553,1.21E-05,-4.810465701,-4.251206949
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,07/02/2015,271.0382181,273.8793205,1.18E-04,-1.162054119,-2.932143177
BE2,Vlaams Gewest,07/02/2015,271.6819265,274.4159296,1.11E-04,-0.946448508,-2.833393704
BE3,Région wallonne,07/02/2015,268.6495516,271.616335,3.72E-04,-1.574574699,-3.208382678
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,08/02/2015,273.5725623,276.713161,7.02E-04,0.507096464,-4.16204276
BE2,Vlaams Gewest,08/02/2015,273.8819497,277.2186468,4.60E-04,0.543882453,-4.18948873
BE3,Région wallonne,08/02/2015,272.7245709,274.7748237,0.001469295,0.552879498,-4.600477358
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,09/02/2015,275.5265257,276.6863509,5.36E-05,2.592651311,-0.943671286
BE2,Vlaams Gewest,09/02/2015,275.8738683,277.113503,1.34E-04,2.481318287,-1.25421697
BE3,Région wallonne,09/02/2015,274.5118786,275.1303268,0.001024049,2.458626005,-1.439187176
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,10/02/2015,276.3822958,277.6731756,6.20E-04,-0.582215297,-1.401699862
BE2,Vlaams Gewest,10/02/2015,276.5905733,278.0101064,6.55E-04,-0.420586753,-1.385985504
BE3,Région wallonne,10/02/2015,275.3233625,276.2572594,7.64E-04,-0.743715367,-1.567693362
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,11/02/2015,275.1436801,276.9349907,2.30E-05,-1.755893113,0.277778523
BE2,Vlaams Gewest,11/02/2015,275.423465,277.2080582,7.34E-05,-1.647272902,0.128209633
BE3,Région wallonne,11/02/2015,274.0024051,275.7278621,1.39E-05,-1.883292998,1.063588875
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,12/02/2015,272.8555499,274.6963824,1.31E-05,0.267924607,1.813881404
BE2,Vlaams Gewest,12/02/2015,273.6164193,275.3642129,5.97E-05,-0.15767088,1.294055291
BE3,Région wallonne,12/02/2015,272.582906,274.5747599,9.01E-06,-0.460181104,2.302934107
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,13/02/2015,274.8027912,278.4290707,9.81E-05,-0.545324352,4.678543923
BE2,Vlaams Gewest,13/02/2015,274.9049652,278.3827564,6.10E-05,-0.772952671,4.440096566
BE3,Région wallonne,13/02/2015,274.2163915,277.1505702,1.15E-04,-1.014219324,4.453093833
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,14/02/2015,277.2811408,280.0494928,0.002576405,-2.018259842,3.275691121
BE2,Vlaams Gewest,14/02/2015,277.4631629,280.249031,0.001748128,-2.295169325,2.757170481
BE3,Région wallonne,14/02/2015,276.5980435,278.6980168,0.002556019,-2.034549368,3.889578964
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,15/02/2015,275.8432565,277.7094923,0.001299745,-1.806683734,-0.655924588
BE2,Vlaams Gewest,15/02/2015,275.611126,277.6346302,7.86E-04,-1.949917426,-0.597559232
BE3,Région wallonne,15/02/2015,274.7180784,276.7416237,5.60E-04,-1.718863838,-0.150920712
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,16/02/2015,274.3728908,276.316588,3.98E-06,0.471429049,1.868923632
BE2,Vlaams Gewest,16/02/2015,274.5019598,276.2754533,1.62E-05,0.005397261,1.697581283
BE3,Région wallonne,16/02/2015,273.32836,275.4412744,1.34E-05,0.232286492,1.866828036
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,17/02/2015,275.7104181,277.2557351,7.76E-04,0.663262705,-0.667386125
BE2,Vlaams Gewest,17/02/2015,275.8695852,277.460463,7.55E-04,0.861149845,-0.909500571
BE3,Région wallonne,17/02/2015,275.1372357,276.4441315,5.74E-04,0.541688918,-0.787327961
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,18/02/2015,273.5066697,274.6790326,1.18E-05,0.568241149,1.503010598
BE2,Vlaams Gewest,18/02/2015,273.3808225,274.6078528,8.41E-06,0.578555123,1.834757309
BE3,Région wallonne,18/02/2015,273.7841013,275.4824284,2.20E-05,-0.382025841,0.830948661
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,19/02/2015,274.1623736,277.4428106,1.41E-05,2.527036522,4.044119074
BE2,Vlaams Gewest,19/02/2015,274.0130696,277.2233358,6.79E-05,2.197540572,4.121698078
BE3,Région wallonne,19/02/2015,273.074544,275.7133632,5.22E-05,1.533710866,3.854975717
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,20/02/2015,276.8819499,278.5439461,0.014863643,2.200892644,6.043706373
BE2,Vlaams Gewest,20/02/2015,277.2136268,278.7403909,0.016750359,1.971262066,4.963860878
BE3,Région wallonne,20/02/2015,275.9213948,277.3771419,0.012449012,2.33963448,5.975267549
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,21/02/2015,275.0761587,276.4585126,0.005790945,2.7769233,0.355100469
BE2,Vlaams Gewest,21/02/2015,275.1551448,276.577889,0.005220616,2.650448106,0.177764568
BE3,Région wallonne,21/02/2015,274.0675434,275.7195738,0.008032569,2.725481341,0.935975961
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,22/02/2015,271.6399102,275.6266551,0.001842871,1.955881094,3.735140374
BE2,Vlaams Gewest,22/02/2015,272.0973265,276.0227719,0.001830595,1.913893043,3.57898816
BE3,Région wallonne,22/02/2015,271.3868876,274.8063377,0.001194036,1.583754117,2.746214113
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,23/02/2015,275.6230181,278.4873676,0.007284418,3.64078637,4.477004895
BE2,Vlaams Gewest,23/02/2015,275.884614,278.7264731,0.006198692,3.587926703,4.210568521
BE3,Région wallonne,23/02/2015,274.6235691,276.7420012,0.01016509,2.955536617,4.419933677
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,24/02/2015,274.6168078,277.8875909,0.002815534,3.87068344,3.07798378
BE2,Vlaams Gewest,24/02/2015,274.6551133,278.1540876,0.002442579,4.051533189,2.644728261
BE3,Région wallonne,24/02/2015,273.6843579,275.910691,0.002738547,3.672111735,3.02035949
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,25/02/2015,275.4079149,276.4731547,0.003787054,1.92880389,2.915253521
BE2,Vlaams Gewest,25/02/2015,275.7950271,277.056484,0.003319668,1.758902506,2.434699614
BE3,Région wallonne,25/02/2015,274.3806112,275.3976377,0.00373806,1.794918119,2.718716821
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,26/02/2015,278.6481796,279.2323302,0.007451217,0.85466913,3.138393095
BE2,Vlaams Gewest,26/02/2015,278.6644878,279.419512,0.007563767,0.799529897,2.739812993
BE3,Région wallonne,26/02/2015,277.5509801,278.1793402,0.00626694,0.341785184,3.37890648
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,27/02/2015,273.6783594,277.1794493,7.78E-04,2.277126609,-2.687234714
BE2,Vlaams Gewest,27/02/2015,273.8902859,277.5635729,0.001023608,2.364964878,-2.475838165
BE3,Région wallonne,27/02/2015,273.1539113,276.3139384,0.004402778,2.066482708,-3.283837203
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,28/02/2015,272.1767891,277.4817711,2.48E-06,1.621506941,5.35311001
BE2,Vlaams Gewest,28/02/2015,272.9397666,277.7321567,8.39E-05,1.380355143,5.124730045
BE3,Région wallonne,28/02/2015,270.6288654,275.7506655,1.79E-05,1.175593122,4.733282407
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,01/03/2015,277.5177069,281.3384379,0.005109534,5.186601675,4.351572029
BE2,Vlaams Gewest,01/03/2015,277.5948334,281.4023246,0.005717101,5.104473402,4.041676501
BE3,Région wallonne,01/03/2015,276.7397391,279.8897951,0.005149064,4.670467552,4.267412186
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,02/03/2015,273.6225358,278.1681432,0.002476356,5.665328259,1.385084361
BE2,Vlaams Gewest,02/03/2015,273.5867636,278.3981002,0.002583489,5.644291144,1.179936974
BE3,Région wallonne,02/03/2015,273.4489915,277.2142223,0.004705878,6.034011792,1.065944656
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,03/03/2015,274.3020471,277.2403495,0.004730234,3.929447468,3.126121547
BE2,Vlaams Gewest,03/03/2015,274.4323061,277.5003581,0.005558466,3.873869949,2.761519713
BE3,Région wallonne,03/03/2015,273.5140249,276.3113023,0.004825702,3.941880171,3.025840328
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,04/03/2015,272.7187875,276.7966239,4.76E-04,3.901537378,-0.667805385
BE2,Vlaams Gewest,04/03/2015,273.298943,277.2515891,7.99E-04,4.013447341,-0.787287938
BE3,Région wallonne,04/03/2015,272.175206,275.4894985,6.94E-04,3.765369604,-0.71539618
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,05/03/2015,274.2532383,277.1736497,1.58E-05,2.078315203,-0.720204611
BE2,Vlaams Gewest,05/03/2015,274.7162636,277.7060055,6.46E-05,2.272644389,-0.603590278
BE3,Région wallonne,05/03/2015,273.4949463,276.3190614,4.39E-05,1.474276182,-1.70809473
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,06/03/2015,274.5296553,277.6737274,1.17E-05,1.621291449,1.993838562
BE2,Vlaams Gewest,06/03/2015,275.1058394,278.3884764,2.39E-05,1.7103566,1.930477529
BE3,Région wallonne,06/03/2015,273.3259474,276.417369,2.95E-06,1.369250825,1.519598044
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,07/03/2015,275.1136475,280.6614927,8.48E-07,1.456623798,3.915561097
BE2,Vlaams Gewest,07/03/2015,275.4617457,280.8577447,8.48E-07,1.469206884,3.753963403
BE3,Région wallonne,07/03/2015,274.3224613,278.8831535,8.48E-07,0.426389949,3.481917179
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,08/03/2015,276.3053841,281.6090078,1.29E-06,1.933004549,2.016592177
BE2,Vlaams Gewest,08/03/2015,276.738293,281.5232299,6.07E-06,2.001060204,1.811535747
BE3,Région wallonne,08/03/2015,274.9687817,280.4488332,2.02E-06,0.945434391,1.936553008
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,09/03/2015,279.701445,281.7112428,2.24E-05,0.307582996,0.86137191
BE2,Vlaams Gewest,09/03/2015,279.6832685,281.7946244,2.08E-05,0.231165734,0.86373608
BE3,Région wallonne,09/03/2015,278.5420152,280.5042491,2.81E-05,-0.256527036,0.465323959
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,10/03/2015,278.3932214,281.1804685,2.34E-04,0.851467139,-1.631785779
BE2,Vlaams Gewest,10/03/2015,278.322452,281.1313422,1.72E-04,0.864938326,-1.691300881
BE3,Région wallonne,10/03/2015,277.8148722,279.6394671,9.61E-04,0.706902484,-1.616270559
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,11/03/2015,273.3868279,277.3411057,4.35E-07,-2.255697922,0.032245555
BE2,Vlaams Gewest,11/03/2015,273.6317767,277.4685858,4.35E-07,-2.144934857,0.233709836
BE3,Région wallonne,11/03/2015,272.3300057,276.8186605,9.20E-07,-2.087610068,-0.1625067
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,12/03/2015,273.2075639,278.5654491,1.28E-06,-2.614485181,0.985989247
BE2,Vlaams Gewest,12/03/2015,273.6108709,278.7487761,1.28E-06,-2.730435392,1.046171111
BE3,Région wallonne,12/03/2015,272.2645141,277.5264637,1.28E-06,-2.665557532,0.955556727
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,13/03/2015,272.9277576,277.7729066,0,-3.008405387,-0.572510756
BE2,Vlaams Gewest,13/03/2015,273.3283177,278.1466823,4.07E-10,-3.091843274,-0.487540205
BE3,Région wallonne,13/03/2015,271.9875315,276.9783059,6.32E-07,-3.033899174,0.041993914
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,14/03/2015,273.2655435,277.4318105,0.001190225,-3.011102516,-2.569531969
BE2,Vlaams Gewest,14/03/2015,273.5142154,277.597449,9.23E-04,-2.927583586,-2.516258482
BE3,Région wallonne,14/03/2015,272.7721703,276.5271277,8.85E-04,-2.940793985,-2.319876657
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,15/03/2015,274.7728047,277.7032297,0.001080728,-3.499962189,-1.670082595
BE2,Vlaams Gewest,15/03/2015,275.0154077,278.1393973,0.001041991,-3.55608931,-1.633739022
BE3,Région wallonne,15/03/2015,273.9643764,276.5647099,0.001589157,-3.200370956,-1.302609826
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,16/03/2015,275.4710443,278.3567234,1.71E-06,-1.95483143,-0.37285122
BE2,Vlaams Gewest,16/03/2015,275.7625116,278.8599463,3.43E-06,-2.106835212,-0.400807375
BE3,Région wallonne,16/03/2015,274.8350793,277.9523361,3.16E-06,-1.743935381,0.079818521
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,17/03/2015,277.3001381,280.9134168,1.72E-06,-1.226513796,-0.366877517
BE2,Vlaams Gewest,17/03/2015,277.4110559,281.0306204,1.80E-06,-1.473570637,-0.508286791
BE3,Région wallonne,17/03/2015,276.6869176,280.7038846,1.72E-06,-1.436587245,-0.261774718
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,18/03/2015,278.4095295,280.4979549,1.07E-05,0.686339026,-3.086413934
BE2,Vlaams Gewest,18/03/2015,278.417767,280.4378375,2.84E-05,0.69350937,-3.229609504
BE3,Région wallonne,18/03/2015,278.0243356,281.0097646,1.18E-05,-0.055800367,-2.797044791
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,19/03/2015,277.1397683,279.8270541,2.32E-04,-0.363436379,-2.214593455
BE2,Vlaams Gewest,19/03/2015,277.512247,280.1229363,2.12E-04,-0.184264784,-2.366454518
BE3,Région wallonne,19/03/2015,276.9274094,278.8435419,3.44E-04,-0.679754648,-2.653418452
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,20/03/2015,277.6279671,279.732793,3.43E-05,-0.528116787,-1.409044636
BE2,Vlaams Gewest,20/03/2015,277.4439451,279.5619518,3.13E-05,-0.202996754,-1.636954034
BE3,Région wallonne,20/03/2015,277.2204711,279.3750863,1.98E-05,-0.893249213,-1.72169372
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,21/03/2015,276.3833861,278.947885,0.001804325,2.006148021,-3.420491058
BE2,Vlaams Gewest,21/03/2015,276.6326602,279.1301518,0.00222013,1.802556956,-3.445376313
BE3,Région wallonne,21/03/2015,275.8029529,277.855244,0.002047611,1.848386787,-3.225117804
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,22/03/2015,274.3607162,278.1270072,1.80E-04,-2.987921055,-2.117326194
BE2,Vlaams Gewest,22/03/2015,274.2810004,278.2892616,7.88E-05,-2.870111702,-1.821480404
BE3,Région wallonne,22/03/2015,274.0139055,277.1139051,2.86E-04,-2.974924971,-1.955753688
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,23/03/2015,274.1192355,277.7293162,8.73E-07,0.640889167,0.186305846
BE2,Vlaams Gewest,23/03/2015,274.3138426,277.8557406,2.77E-06,0.877326561,0.266620529
BE3,Région wallonne,23/03/2015,274.0601999,277.4614846,4.79E-06,0.065358124,0.35019227
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,24/03/2015,274.7753853,278.947929,0.0025389,0.63820258,0.024962531
BE2,Vlaams Gewest,24/03/2015,275.4175093,278.7739367,0.002973841,0.771052052,-0.045364861
BE3,Région wallonne,24/03/2015,275.2223066,278.4928495,0.002840966,0.329503786,-0.280469435
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,25/03/2015,276.6271413,278.1275113,0.008998798,1.667287916,-2.506961514
BE2,Vlaams Gewest,25/03/2015,276.6303148,278.4138546,0.00876336,1.510702255,-2.560673508
BE3,Région wallonne,25/03/2015,275.9990308,277.3128847,0.009142225,1.578107295,-2.549061954
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,26/03/2015,275.831233,277.5800408,0.004456576,2.103150236,3.102833852
BE2,Vlaams Gewest,26/03/2015,275.7750828,277.7561995,0.004421041,2.133638412,2.680966166
BE3,Région wallonne,26/03/2015,274.8209441,276.7456775,0.003573859,2.28453393,2.677422087
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,27/03/2015,274.1148871,278.7476155,4.02E-05,3.541285999,-0.159809351
BE2,Vlaams Gewest,27/03/2015,274.6530045,279.1887949,1.72E-04,3.739082109,-0.387093225
BE3,Région wallonne,27/03/2015,273.664156,277.8274291,3.30E-04,3.673652229,-0.238271004
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,28/03/2015,278.6385896,280.807093,0.00291847,2.532225463,4.022509381
BE2,Vlaams Gewest,28/03/2015,278.8245047,280.8453263,0.002361352,2.490370945,3.82926141
BE3,Région wallonne,28/03/2015,277.8920225,279.5240604,0.002723127,1.987319318,3.929692494
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,29/03/2015,280.6665661,282.3012976,0.012745058,7.062096212,3.505827264
BE2,Vlaams Gewest,29/03/2015,280.5832882,282.4648915,0.013121035,6.888792084,3.211882026
BE3,Région wallonne,29/03/2015,280.2731874,281.4285381,0.01667775,7.082596149,3.510777341
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,30/03/2015,274.6366777,280.5521413,0.002619083,5.653713602,0.019371177
BE2,Vlaams Gewest,30/03/2015,274.7061449,280.6587318,0.003120463,5.716923051,-0.023532755
BE3,Région wallonne,30/03/2015,274.6831397,279.6206119,0.003988885,5.862617774,-0.1557591
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,31/03/2015,277.0497397,282.0654764,0.006424645,8.556196006,0.2090639
BE2,Vlaams Gewest,31/03/2015,276.7647001,282.25083,0.005784733,8.729162857,-0.197524708
BE3,Région wallonne,31/03/2015,277.3811446,280.7734831,0.010053223,8.488618858,0.701661504
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,01/04/2015,272.5701539,279.2201311,0.001884345,6.781919867,-1.256707683
BE2,Vlaams Gewest,01/04/2015,272.9027342,279.5193741,0.002088819,6.883780317,-1.341862562
BE3,Région wallonne,01/04/2015,271.8160606,277.635183,0.002371646,6.529962637,-1.371521176
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,02/04/2015,274.2837818,278.8294111,0.008491036,3.302047838,-2.350565244
BE2,Vlaams Gewest,02/04/2015,274.4916841,279.0881664,0.006971541,3.241322982,-2.333902501
BE3,Région wallonne,02/04/2015,273.6529088,277.6900513,0.010792517,3.561863205,-1.99035401
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,03/04/2015,274.9420985,277.8288756,0.001373875,-0.94782182,1.730206043
BE2,Vlaams Gewest,03/04/2015,275.0397215,278.2423916,0.001151185,-0.93419567,1.546252623
BE3,Région wallonne,03/04/2015,274.0366774,276.8873671,0.001718575,-0.582782943,1.833056035
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,04/04/2015,274.8656431,278.480302,0.002482341,-1.703545481,-3.082387379
BE2,Vlaams Gewest,04/04/2015,274.7094555,278.6990219,0.001971029,-1.66883303,-3.010086351
BE3,Région wallonne,04/04/2015,274.115039,277.5061429,0.003067694,-1.62469408,-3.035973254
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,05/04/2015,272.641844,277.9013481,4.19E-06,-0.875829235,-2.296512769
BE2,Vlaams Gewest,05/04/2015,273.0303322,278.304727,5.56E-05,-0.796574302,-2.15824739
BE3,Région wallonne,05/04/2015,271.2703387,276.6999597,3.75E-05,-1.38888518,-2.585226868
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,06/04/2015,275.1743372,277.6790966,1.07E-04,-0.28555836,-0.772812734
BE2,Vlaams Gewest,06/04/2015,275.9424748,278.4741161,1.73E-04,0.008848556,-0.962190706
BE3,Région wallonne,06/04/2015,273.7656877,276.7904621,1.27E-04,-0.648710884,-1.580582076
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,07/04/2015,275.3171127,279.5354273,0,0.347247356,-0.208259479
BE2,Vlaams Gewest,07/04/2015,276.246086,279.8897791,3.61E-08,0.538929994,-0.232225705
BE3,Région wallonne,07/04/2015,273.6809767,278.6006428,0,-0.045610542,-0.330477257
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,08/04/2015,277.9451994,281.423698,7.32E-06,-1.227446541,-0.479642242
BE2,Vlaams Gewest,08/04/2015,278.3050292,281.6982331,7.27E-06,-1.065158072,-0.531450976
BE3,Région wallonne,08/04/2015,276.709531,280.6258668,2.92E-06,-1.357018863,-0.532130006
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,09/04/2015,278.7199674,283.5605224,1.72E-06,-0.27883605,0.228507862
BE2,Vlaams Gewest,09/04/2015,279.3516059,283.4057053,1.82E-06,-0.487844153,-0.194873594
BE3,Région wallonne,09/04/2015,277.8636203,283.4411434,1.76E-06,-0.446103507,0.902711891
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,10/04/2015,279.4420167,285.4285989,4.88E-07,-0.245356792,1.884394431
BE2,Vlaams Gewest,10/04/2015,279.8909247,285.379823,1.93E-06,-0.437272297,1.495722319
BE3,Région wallonne,10/04/2015,278.5001449,284.8301806,0,-0.242250072,2.327639623
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,11/04/2015,279.5092213,283.4011443,0.001188732,3.176442296,2.453669678
BE2,Vlaams Gewest,11/04/2015,279.498045,283.3683081,0.001158809,3.197709304,2.374679095
BE3,Région wallonne,11/04/2015,279.4951502,282.9288343,0.001712209,3.239865415,2.372526012
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,12/04/2015,277.50102,282.8487305,1.73E-06,2.975758979,2.729586155
BE2,Vlaams Gewest,12/04/2015,277.431039,282.8509138,2.29E-06,2.972055022,2.761511244
BE3,Région wallonne,12/04/2015,277.7335194,282.1521734,6.24E-06,2.479673046,2.185494089
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,13/04/2015,277.9263744,282.5603708,1.22E-04,1.01682337,-0.64190364
BE2,Vlaams Gewest,13/04/2015,277.8705272,282.6778479,3.84E-05,0.999188243,-0.80955221
BE3,Région wallonne,13/04/2015,277.7373583,281.9667873,1.18E-04,1.651587043,-0.792400024
